student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Male,gender_Other,gaming_genre_Fps,gaming_genre_Rpg,study_efficiency_index,sleep_deficit,digital_load
3331,18,7.81,3.98,6.78,73.35,1.21,13.77,218.23,16.43,0,35,0,0,1,0,8.793969849246231,1.2199999999999998,0.5671750181554103
3332,18,1.94,7.38,8.2,97.42,1.99,7.63,302.04,6.96,1,100,0,1,0,1,13.550135501355014,0.0,0.254259501965924
3333,21,5.74,9.63,7.38,64.11,4.4,10.56,245.91,9.82,0,93,1,0,1,0,9.657320872274145,0.6200000000000001,0.5435606060606061
3334,19,1.15,9.83,8.4,97.04,0.14,5.58,303.95,4.87,1,100,0,0,1,0,10.17293997965412,0.0,0.2060931899641576
3335,21,2.63,6.74,8.44,63.46,1.54,3.81,293.13,6.84,1,85,1,0,1,0,12.611275964391693,0.0,0.6902887139107611
3336,18,3.54,2.74,6.04,84.77,2.44,7.21,284.79,5.79,1,53,0,0,0,1,19.343065693430656,1.96,0.4909847434119279
3337,19,1.54,2.07,4.69,69.91,3.13,5.86,282.23,7.0,1,52,1,0,1,0,25.120772946859905,3.31,0.2627986348122866
3338,24,3.6,9.51,7.15,93.07,0.14,6.66,259.57,7.89,1,100,0,1,1,0,10.515247108307046,0.8499999999999996,0.5405405405405406
3339,20,1.26,4.91,8.37,62.46,2.05,4.18,301.02,0.71,1,82,0,0,0,1,16.700610997963338,0.0,0.3014354066985646
3340,22,4.47,2.75,4.37,98.1,1.72,8.18,255.21,7.41,1,47,0,0,0,1,17.09090909090909,3.63,0.5464547677261613
3341,17,5.31,9.41,6.79,61.89,0.13,10.84,264.83,13.27,0,83,0,0,1,0,8.820403825717323,1.21,0.4898523985239852
3342,20,0.5,1.94,4.57,69.64,1.78,2.8,309.36,2.32,1,52,0,0,1,0,26.804123711340207,3.43,0.1785714285714285
3343,24,6.97,7.57,4.13,78.57,4.66,9.97,254.34,15.41,2,52,0,0,0,0,6.869220607661823,3.87,0.6990972918756269
3344,18,1.48,6.63,7.4,90.24,1.37,5.75,297.36,7.17,1,100,1,0,1,0,15.082956259426847,0.5999999999999996,0.2573913043478261
3345,24,1.8,1.79,7.41,98.04,2.93,3.73,301.49,4.69,1,74,1,0,0,0,41.34078212290503,0.5899999999999999,0.4825737265415549
3346,21,5.29,4.05,7.0,77.12,1.49,10.46,249.85,12.0,0,53,1,0,1,0,13.08641975308642,1.0,0.505736137667304
3347,19,3.75,2.35,8.3,90.29,0.53,8.08,279.88,9.02,1,62,1,0,0,1,26.382978723404253,0.0,0.4641089108910891
3348,22,4.0,6.44,4.4,89.09,1.45,6.76,277.1,11.54,1,67,0,0,0,1,10.403726708074531,3.6,0.591715976331361
3349,23,1.03,5.29,4.53,82.85,2.35,5.64,316.52,2.12,1,78,0,0,0,0,14.744801512287337,3.47,0.1826241134751773
3350,21,6.45,1.04,8.32,87.64,1.48,8.85,241.26,14.42,0,34,0,0,1,0,32.69230769230769,0.0,0.728813559322034
3351,20,4.94,9.78,6.52,61.52,3.12,9.81,273.42,12.73,1,89,0,1,1,0,9.100204498977506,1.4800000000000004,0.5035677879714577
3352,21,1.08,4.15,5.37,77.66,4.75,2.43,310.04,4.88,1,67,0,0,0,0,16.14457831325301,2.63,0.4444444444444444
3353,20,2.99,3.32,7.69,91.43,0.35,6.12,277.69,7.77,1,69,1,0,0,1,20.783132530120483,0.3099999999999996,0.488562091503268
3354,23,6.48,3.0,8.47,78.97,3.59,8.79,235.88,12.2,0,41,1,0,0,0,13.666666666666666,0.0,0.7372013651877134
3355,16,4.55,2.43,7.45,94.94,0.01,9.63,272.69,12.02,1,47,1,0,0,0,19.34156378600823,0.5499999999999998,0.4724818276220144
3356,22,0.87,9.99,7.96,93.35,0.01,5.63,322.2,5.56,1,100,1,0,0,1,10.01001001001001,0.04,0.1545293072824156
3357,17,2.98,3.66,5.41,94.54,0.66,8.19,273.02,8.84,1,66,0,0,0,0,18.0327868852459,2.59,0.3638583638583639
3358,24,1.94,4.65,5.44,65.2,2.4,6.2,304.23,8.2,1,62,0,0,0,1,13.333333333333332,2.56,0.3129032258064516
3359,16,4.14,8.84,8.32,69.77,0.24,9.12,255.46,8.16,1,92,0,0,0,1,10.407239819004523,0.0,0.4539473684210526
3360,21,6.75,6.78,7.07,61.18,3.61,9.94,232.83,14.78,0,62,0,0,0,1,9.144542772861357,0.9299999999999996,0.6790744466800805
3361,24,3.49,4.32,5.17,99.31,0.15,7.88,283.02,9.19,1,59,0,0,0,1,13.657407407407408,2.83,0.4428934010152284
3362,16,3.47,9.08,6.62,69.45,2.48,4.63,269.88,9.06,1,93,1,0,0,1,10.24229074889868,1.38,0.7494600431965444
3363,19,7.24,7.75,7.43,74.68,3.38,12.64,247.78,18.98,0,63,0,0,0,0,8.129032258064516,0.5700000000000003,0.5727848101265822
3364,19,4.61,3.05,5.09,71.0,1.19,9.03,270.77,11.48,1,37,1,0,0,1,12.131147540983608,2.91,0.5105204872646734
3365,24,4.53,6.79,7.27,61.59,2.9,9.86,253.82,11.0,1,64,1,0,0,1,9.425625920471282,0.7300000000000004,0.4594320486815416
3366,20,2.1,9.3,4.21,70.45,1.31,6.95,301.35,7.0,2,92,1,0,0,1,9.89247311827957,3.79,0.302158273381295
3367,20,4.86,5.47,5.52,63.93,1.07,7.29,248.48,8.65,1,59,0,0,1,0,10.786106032906766,2.4800000000000004,0.6666666666666667
3368,21,4.61,7.6,7.37,75.77,4.09,6.97,264.72,9.42,1,79,1,0,1,0,10.394736842105264,0.6299999999999999,0.6614060258249642
3369,16,3.17,9.74,4.75,98.67,1.66,8.17,290.73,9.98,2,100,1,0,1,0,10.26694045174538,3.25,0.3880048959608323
3370,16,7.93,7.21,5.11,87.93,4.07,9.85,231.93,17.53,2,54,0,0,0,1,7.489597780859917,2.89,0.8050761421319796
3371,24,7.06,1.92,8.4,88.28,1.08,8.61,234.42,13.57,0,37,0,0,0,0,19.270833333333336,0.0,0.8199767711962834
3372,18,6.0,3.2,7.37,78.13,1.78,7.08,244.56,10.98,0,48,1,0,0,1,15.0,0.6299999999999999,0.847457627118644
3373,19,4.3,6.36,6.49,92.45,0.51,6.79,256.82,8.25,1,71,1,0,0,0,11.163522012578616,1.5099999999999998,0.6332842415316642
3374,16,3.7,3.48,5.05,96.33,2.48,5.2,277.43,6.69,1,58,0,0,1,0,16.666666666666668,2.95,0.7115384615384616
3375,24,1.48,9.62,5.71,98.46,1.91,6.49,310.28,5.76,2,100,1,0,0,0,10.395010395010395,2.29,0.2280431432973805
3376,23,2.45,4.65,6.87,63.96,0.03,5.87,311.25,9.01,1,60,0,0,1,0,12.903225806451612,1.13,0.4173764906303237
3377,17,6.19,5.12,4.78,95.19,2.32,8.45,241.16,16.15,0,53,0,0,1,0,10.3515625,3.22,0.732544378698225
3378,23,3.63,7.31,6.41,69.0,0.37,7.64,284.91,7.42,1,72,1,0,0,0,9.84952120383037,1.59,0.475130890052356
3379,22,7.06,5.72,6.04,75.89,4.18,8.41,242.92,15.45,0,54,1,0,1,0,9.440559440559442,1.96,0.8394768133174791
3380,21,1.18,4.44,6.38,73.82,2.47,5.81,301.08,5.24,1,85,1,0,1,0,19.144144144144143,1.62,0.2030981067125645
3381,16,4.07,1.69,4.53,87.01,3.45,7.58,278.37,10.32,1,29,1,0,1,0,17.159763313609467,3.47,0.5369393139841689
3382,22,5.18,6.37,4.53,83.92,4.11,6.21,249.68,8.92,0,61,1,0,0,0,9.576138147566718,3.47,0.8341384863123993
3383,22,4.13,8.81,8.82,64.36,0.26,6.73,273.01,8.08,1,91,0,0,0,1,10.32917139614075,0.0,0.613670133729569
3384,24,7.11,7.17,8.9,91.31,1.69,11.86,232.57,17.28,0,79,1,0,1,0,11.018131101813111,0.0,0.5994940978077572
3385,16,7.92,4.43,6.13,77.59,0.13,9.86,229.4,16.04,0,30,0,0,1,0,6.772009029345373,1.87,0.8032454361054767
3386,17,0.93,2.15,7.94,60.09,0.25,6.74,314.07,4.95,1,61,0,0,1,0,28.37209302325581,0.0599999999999996,0.1379821958456973
3387,24,1.04,8.35,7.28,76.58,0.19,6.52,302.23,2.79,1,100,1,0,1,0,11.976047904191615,0.7199999999999998,0.1595092024539877
3388,24,1.04,9.48,4.58,80.65,2.39,5.93,307.42,3.55,2,97,1,0,0,0,10.232067510548523,3.42,0.1753794266441821
3389,21,5.45,4.49,5.48,62.75,2.25,6.84,253.31,8.93,0,45,1,0,0,0,10.022271714922049,2.52,0.7967836257309941
3390,21,2.98,7.56,5.57,66.05,0.31,5.75,273.35,7.87,2,72,1,0,0,0,9.523809523809524,2.43,0.5182608695652174
3391,19,5.87,4.7,6.98,99.74,1.31,8.36,245.86,12.29,0,68,0,0,0,0,14.468085106382976,1.0199999999999996,0.702153110047847
3392,19,3.24,5.52,6.9,94.85,1.22,4.93,275.33,7.86,1,77,1,0,0,0,13.949275362318842,1.0999999999999996,0.6572008113590264
3393,20,5.02,8.53,8.62,65.33,1.48,11.02,248.49,12.31,0,94,0,0,0,0,11.019929660023449,0.0,0.455535390199637
3394,18,6.16,1.75,7.95,83.21,3.2,7.9,238.04,13.66,0,46,1,0,0,0,26.285714285714285,0.0499999999999998,0.7797468354430379
3395,16,4.39,5.77,8.28,75.17,3.49,6.97,264.74,13.68,1,68,1,0,0,0,11.785095320623917,0.0,0.6298421807747488
3396,16,4.32,2.93,8.46,81.75,1.7,9.72,268.71,10.29,1,58,0,0,0,1,19.79522184300341,0.0,0.4444444444444444
3397,22,0.71,4.06,8.01,78.82,3.94,2.43,299.04,3.26,1,72,0,0,1,0,17.733990147783253,0.0,0.2921810699588477
3398,16,3.29,6.8,5.66,61.93,2.09,6.64,292.52,6.94,1,65,1,0,0,1,9.558823529411764,2.34,0.4954819277108434
3399,16,4.37,1.25,5.08,72.62,2.61,10.25,273.69,11.42,1,24,1,0,0,1,19.2,2.92,0.4263414634146341
3400,18,3.7,6.34,6.86,65.02,0.73,5.94,274.75,9.47,1,75,0,0,0,1,11.829652996845429,1.1399999999999997,0.6228956228956228
3401,19,7.21,3.55,7.45,79.56,1.16,11.73,221.29,17.25,0,39,1,0,0,0,10.985915492957748,0.5499999999999998,0.6146632566069906
3402,19,7.25,7.03,5.93,96.29,3.64,8.65,230.87,16.58,2,64,1,0,0,1,9.10384068278805,2.0700000000000003,0.838150289017341
3403,17,6.58,2.27,8.24,99.82,4.89,10.58,238.31,17.07,0,48,0,0,1,0,21.145374449339208,0.0,0.6219281663516069
3404,16,3.0,7.62,8.8,97.77,3.52,5.7,273.2,8.68,1,100,0,0,1,0,13.123359580052494,0.0,0.5263157894736842
3405,18,5.74,6.81,6.85,99.43,0.27,10.24,239.5,15.57,0,71,0,0,0,0,10.425844346549193,1.1500000000000004,0.560546875
3406,19,3.16,9.74,6.28,60.61,0.71,6.32,289.74,8.33,1,86,0,0,0,1,8.829568788501026,1.7199999999999998,0.5
3407,18,1.86,9.2,8.21,89.18,2.23,4.35,294.44,3.51,1,100,0,0,1,0,10.869565217391305,0.0,0.4275862068965518
3408,23,2.74,3.55,4.12,70.92,3.66,6.47,295.98,8.95,1,49,0,0,0,0,13.802816901408452,3.88,0.4234930448222566
3409,16,0.57,1.25,4.65,94.62,0.83,2.27,313.03,1.23,1,57,0,0,1,0,45.6,3.35,0.251101321585903
3410,17,2.65,6.9,8.23,92.55,3.75,7.72,295.72,9.22,1,94,0,0,0,1,13.623188405797102,0.0,0.3432642487046632
3411,22,3.69,6.43,7.66,76.95,2.78,8.44,282.9,7.24,1,89,0,0,1,0,13.841368584758944,0.3399999999999998,0.4372037914691943
3412,19,7.64,1.25,6.08,78.93,3.87,11.36,232.99,16.43,0,20,1,0,0,0,16.0,1.92,0.6725352112676056
3413,23,2.51,2.1,8.44,70.6,2.79,5.35,301.71,5.06,1,50,1,0,0,0,23.80952380952381,0.0,0.4691588785046729
3414,18,7.22,6.26,5.76,71.55,3.01,12.8,234.36,18.01,0,42,0,0,0,1,6.70926517571885,2.24,0.5640624999999999
3415,21,1.83,9.21,7.17,99.25,1.24,6.0,283.09,4.59,1,100,0,0,0,0,10.857763300760045,0.8300000000000001,0.305
3416,24,1.53,9.16,7.17,95.55,3.6,3.95,288.29,4.24,1,100,1,0,0,0,10.91703056768559,0.8300000000000001,0.3873417721518987
3417,16,4.15,2.36,4.92,67.67,4.22,9.18,263.67,10.52,1,41,0,0,0,0,17.372881355932204,3.08,0.4520697167755992
3418,16,5.38,4.46,5.42,71.02,4.36,9.56,262.86,14.9,0,42,1,0,0,0,9.417040358744394,2.58,0.5627615062761506
3419,23,0.35,1.39,8.58,64.35,0.15,1.99,311.8,2.46,1,69,0,0,0,0,49.64028776978417,0.0,0.1758793969849246
3420,18,1.77,5.22,4.92,99.55,3.12,3.34,300.81,4.9,1,86,0,0,0,1,16.475095785440615,3.08,0.5299401197604791
3421,20,3.65,7.78,4.87,96.29,4.95,9.34,281.56,10.19,2,87,0,0,0,1,11.182519280205655,3.13,0.3907922912205567
3422,16,2.65,8.11,6.4,82.08,2.93,5.09,289.84,4.99,1,94,1,0,1,0,11.590628853267573,1.5999999999999996,0.5206286836935167
3423,20,5.7,5.49,4.46,87.72,0.86,10.02,228.69,11.81,0,60,0,0,1,0,10.92896174863388,3.54,0.5688622754491018
3424,21,4.09,1.86,8.47,89.92,4.39,5.27,259.05,9.32,1,59,1,0,0,0,31.72043010752688,0.0,0.7760910815939279
3425,23,1.28,4.43,4.5,68.15,1.32,5.06,322.3,1.62,1,65,1,0,1,0,14.672686230248308,3.5,0.2529644268774704
3426,18,7.16,9.39,7.08,97.39,0.23,9.32,237.34,15.32,0,97,1,0,0,1,10.33013844515442,0.92,0.7682403433476395
3427,18,2.34,3.07,5.7,81.07,2.15,4.04,264.92,5.74,1,59,0,0,1,0,19.21824104234528,2.3,0.5792079207920792
3428,24,5.85,3.88,8.02,63.7,0.5,10.72,250.5,11.31,0,54,1,0,0,1,13.917525773195877,0.0,0.5457089552238805
3429,19,6.24,7.72,6.95,75.88,0.58,11.29,263.15,14.89,0,80,1,0,1,0,10.362694300518134,1.0499999999999998,0.5527015057573074
3430,19,7.71,7.6,5.94,84.07,2.32,12.29,230.22,17.72,2,63,0,0,0,0,8.289473684210527,2.06,0.6273393002441009
3431,22,3.99,9.21,8.92,74.11,3.06,5.05,272.56,12.67,1,100,0,0,0,0,10.857763300760045,0.0,0.7900990099009901
3432,17,4.93,4.49,4.33,87.97,4.53,7.35,242.56,11.09,1,45,0,0,0,0,10.022271714922049,3.67,0.6707482993197279
3433,23,2.68,5.63,6.89,95.28,3.53,5.48,285.13,8.51,1,80,0,0,0,1,14.209591474245116,1.1100000000000003,0.4890510948905109
3434,21,5.43,5.21,8.95,90.88,4.21,9.88,238.41,13.98,0,55,1,0,0,0,10.55662188099808,0.0,0.5495951417004048
3435,18,3.71,9.35,7.45,85.71,2.06,8.49,263.26,10.33,1,99,0,0,0,1,10.588235294117649,0.5499999999999998,0.4369846878680801
3436,24,3.5,7.92,7.7,80.49,1.59,7.64,263.49,10.73,1,95,0,0,0,1,11.994949494949497,0.2999999999999998,0.4581151832460733
3437,20,6.84,8.48,4.16,70.18,2.96,11.79,255.31,13.27,2,67,1,0,1,0,7.900943396226415,3.84,0.5801526717557253
3438,23,0.4,2.2,4.11,78.2,3.48,3.54,322.48,2.19,1,55,1,0,0,0,25.0,3.89,0.1129943502824858
3439,22,7.06,8.13,4.18,71.72,2.84,10.77,249.29,16.54,2,63,1,0,1,0,7.749077490774907,3.82,0.6555246053853296
3440,23,6.82,4.9,8.96,97.36,1.32,8.14,224.93,12.37,0,51,1,0,0,1,10.408163265306122,0.0,0.8378378378378378
3441,22,4.05,1.21,8.9,96.29,1.85,7.19,273.31,9.58,1,59,0,0,0,0,48.7603305785124,0.0,0.5632823365785813
3442,18,3.92,1.54,5.67,66.23,2.24,7.08,262.88,9.61,1,33,0,0,0,1,21.428571428571427,2.33,0.5536723163841808
3443,17,2.89,7.1,5.45,92.9,0.07,6.95,276.31,7.47,2,83,0,0,1,0,11.690140845070424,2.55,0.4158273381294964
3444,22,7.95,4.35,4.73,88.12,4.4,10.84,229.29,15.57,0,25,0,0,0,1,5.74712643678161,3.27,0.7333948339483395
3445,18,0.89,8.81,5.65,99.01,2.56,3.08,311.11,1.37,2,100,1,0,0,0,11.350737797956867,2.35,0.288961038961039
3446,18,4.72,7.61,5.85,78.53,3.76,6.91,266.22,9.89,2,77,0,0,1,0,10.11826544021025,2.1500000000000004,0.683068017366136
3447,17,5.45,1.2,7.74,88.89,0.86,7.12,242.04,12.5,0,39,1,0,0,0,32.5,0.2599999999999998,0.7654494382022472
3448,19,7.47,7.18,8.33,80.72,2.78,11.98,231.64,17.39,0,67,0,1,0,0,9.331476323119778,0.0,0.6235392320534223
3449,23,6.24,2.73,7.73,62.78,4.63,10.35,248.6,14.93,0,35,1,0,0,0,12.82051282051282,0.2699999999999996,0.6028985507246377
3450,16,5.15,4.8,7.23,61.87,1.07,9.05,251.45,11.79,0,50,0,0,0,1,10.416666666666668,0.7699999999999996,0.569060773480663
3451,16,0.93,6.62,7.83,64.88,1.73,4.59,306.12,2.01,1,89,1,0,1,0,13.444108761329304,0.1699999999999999,0.2026143790849673
3452,20,2.99,8.85,7.69,71.85,1.94,5.83,267.67,6.79,1,98,1,0,0,1,11.073446327683616,0.3099999999999996,0.5128644939965695
3453,20,1.11,5.1,6.38,70.36,1.92,5.95,285.12,2.97,1,84,1,0,0,1,16.47058823529412,1.62,0.1865546218487395
3454,16,7.05,8.28,5.68,89.13,3.0,12.66,255.48,10.85,2,62,0,0,0,0,7.48792270531401,2.3200000000000003,0.556872037914692
3455,21,6.0,8.05,5.41,88.64,1.97,9.2,250.05,13.57,2,79,0,0,0,0,9.813664596273291,2.59,0.6521739130434783
3456,16,6.06,4.73,7.4,98.86,3.37,9.11,243.69,13.12,0,54,1,0,0,0,11.416490486257928,0.5999999999999996,0.6652030735455543
3457,20,5.22,5.51,8.8,72.42,2.42,7.03,265.34,13.82,0,72,0,0,0,1,13.067150635208712,0.0,0.7425320056899004
3458,24,4.06,7.3,6.91,97.54,0.79,8.41,262.58,11.67,1,89,0,0,0,1,12.191780821917808,1.09,0.4827586206896551
3459,20,1.2,1.28,8.56,84.51,4.74,4.99,306.7,5.25,1,74,0,0,1,0,57.8125,0.0,0.2404809619238476
3460,21,2.64,9.02,4.07,79.81,1.2,8.58,299.38,6.25,2,91,0,0,1,0,10.08869179600887,3.93,0.3076923076923077
3461,23,1.1,7.93,7.97,86.71,2.81,5.02,295.78,6.2,1,100,1,0,0,0,12.61034047919294,0.0300000000000002,0.2191235059760956
3462,16,5.8,3.24,8.27,88.11,0.3,8.24,245.48,13.1,0,57,1,0,0,1,17.59259259259259,0.0,0.703883495145631
3463,17,1.28,9.83,7.15,66.88,4.59,5.09,290.83,3.75,1,100,0,0,0,1,10.17293997965412,0.8499999999999996,0.2514734774066798
3464,24,5.62,2.61,8.67,90.07,4.64,11.54,260.91,12.63,0,41,0,0,1,0,15.7088122605364,0.0,0.4870017331022531
3465,18,5.54,9.23,6.95,89.01,1.82,10.16,255.57,12.08,0,97,0,1,1,0,10.509209100758396,1.0499999999999998,0.5452755905511811
3466,21,3.67,3.92,5.2,99.9,0.6,5.31,287.68,7.65,1,62,0,0,0,1,15.816326530612246,2.8,0.6911487758945386
3467,20,1.08,7.87,5.08,96.48,3.85,3.8,315.47,1.47,2,100,1,0,0,0,12.706480304955528,2.92,0.2842105263157895
3468,17,2.52,5.11,6.78,87.39,1.31,5.01,287.15,6.36,1,78,0,0,1,0,15.264187866927593,1.2199999999999998,0.502994011976048
3469,22,2.56,7.63,8.53,88.49,3.5,7.84,293.39,7.43,1,100,1,0,1,0,13.10615989515072,0.0,0.326530612244898
3470,19,5.6,2.4,4.36,97.84,4.58,9.66,257.01,14.6,0,32,0,1,0,1,13.333333333333334,3.64,0.5797101449275361
3471,16,0.91,3.43,7.02,98.69,2.95,5.96,316.41,4.05,1,74,1,0,1,0,21.57434402332361,0.9800000000000004,0.1526845637583892
3472,19,6.63,1.9,7.85,93.08,4.31,8.51,255.1,10.56,0,26,0,0,1,0,13.68421052631579,0.1500000000000003,0.7790834312573444
3473,21,6.09,8.79,4.58,90.7,1.12,11.63,236.02,14.33,2,78,0,0,1,0,8.873720136518772,3.42,0.523645743766122
3474,22,1.49,3.67,4.58,64.45,4.55,2.78,283.36,1.37,1,56,1,0,0,1,15.258855585831062,3.42,0.5359712230215827
3475,22,5.75,7.25,5.83,93.21,1.13,8.62,240.49,11.74,2,67,1,0,0,1,9.241379310344827,2.17,0.6670533642691416
3476,22,5.35,8.38,5.37,70.13,1.13,6.42,260.53,9.35,2,85,0,0,0,0,10.143198090692124,2.63,0.8333333333333333
3477,18,5.98,9.11,4.99,82.55,4.4,7.9,252.38,17.1,2,79,0,0,0,1,8.67178924259056,3.01,0.7569620253164557
3478,21,1.51,1.96,4.99,76.21,2.77,7.32,296.19,5.25,1,49,1,0,0,1,25.0,3.01,0.2062841530054645
3479,23,1.26,9.04,4.65,73.82,4.0,2.65,302.16,4.65,2,99,0,0,1,0,10.95132743362832,3.35,0.4754716981132075
3480,19,1.89,2.78,7.05,72.41,4.01,3.62,288.98,4.03,1,64,0,0,0,0,23.021582733812952,0.9500000000000002,0.5220994475138121
3481,23,2.93,7.63,7.44,94.22,3.23,8.55,283.77,8.22,1,91,1,0,0,1,11.926605504587156,0.5599999999999996,0.3426900584795321
3482,17,6.35,7.56,7.51,90.77,0.95,10.9,236.86,14.02,0,87,1,0,1,0,11.507936507936508,0.4900000000000002,0.5825688073394495
3483,24,5.9,1.08,6.66,80.94,3.46,8.93,265.57,11.92,0,27,0,0,0,1,25.0,1.34,0.6606942889137739
3484,24,7.4,2.99,8.76,86.58,0.32,8.74,244.43,14.12,0,46,0,0,1,0,15.384615384615383,0.0,0.8466819221967964
3485,23,0.47,5.43,8.4,99.38,1.0,5.4,321.6,4.15,1,94,0,0,0,1,17.311233885819522,0.0,0.087037037037037
3486,16,0.09,4.78,8.79,75.9,3.21,3.55,319.23,1.79,1,92,0,0,0,1,19.24686192468619,0.0,0.0253521126760563
3487,17,5.59,9.27,5.94,82.04,4.54,8.21,264.31,15.15,2,90,1,0,0,1,9.708737864077673,2.06,0.6808769792935444
3488,21,2.23,4.24,8.39,81.34,3.86,5.03,294.23,5.42,1,76,1,0,0,0,17.92452830188679,0.0,0.4433399602385686
3489,20,2.67,9.43,7.81,97.44,1.66,6.2,289.57,6.55,1,100,1,0,0,0,10.604453870625663,0.1900000000000004,0.4306451612903225
3490,24,4.37,5.13,5.7,74.06,4.12,8.13,250.28,10.7,1,57,1,0,0,0,11.11111111111111,2.3,0.5375153751537515
3491,20,0.82,9.68,4.53,99.45,4.83,5.91,312.77,5.4,2,89,0,0,0,0,9.194214876033058,3.47,0.1387478849407783
3492,17,5.14,7.64,7.41,72.19,1.66,10.0,245.41,12.94,0,83,0,0,1,0,10.86387434554974,0.5899999999999999,0.514
3493,19,2.6,8.46,4.68,64.36,0.93,7.44,284.77,10.31,2,74,1,0,1,0,8.747044917257682,3.3200000000000003,0.3494623655913978
3494,24,5.06,1.94,5.47,67.65,0.99,9.71,260.97,17.6,0,38,1,0,1,0,19.587628865979383,2.53,0.5211122554067971
3495,16,6.67,6.28,6.5,77.05,2.0,11.46,230.97,17.37,0,55,0,0,1,0,8.757961783439491,1.5,0.5820244328097731
3496,16,1.37,2.28,7.4,85.99,0.26,5.76,308.35,5.69,1,68,0,0,1,0,29.82456140350877,0.5999999999999996,0.2378472222222222
3497,22,7.45,3.68,8.63,80.67,2.44,12.79,241.12,13.57,0,38,0,0,0,0,10.326086956521738,0.0,0.5824863174354965
3498,18,4.25,6.61,6.97,75.05,3.66,8.04,260.16,13.16,1,74,0,0,0,1,11.195158850226928,1.0300000000000002,0.5286069651741294
3499,17,7.38,7.54,7.36,82.48,2.65,10.98,232.61,19.01,0,71,0,0,0,1,9.416445623342176,0.6399999999999997,0.6721311475409836
3500,24,1.66,1.35,5.55,93.55,4.85,6.17,287.62,8.64,1,64,0,0,1,0,47.407407407407405,2.45,0.2690437601296596
3501,18,4.84,5.78,7.44,93.56,2.31,6.67,250.25,12.19,1,75,1,0,0,1,12.975778546712805,0.5599999999999996,0.7256371814092953
3502,17,3.23,6.09,6.19,89.05,0.07,8.11,284.34,7.0,1,79,1,0,0,0,12.97208538587849,1.81,0.3982737361282367
3503,23,6.19,1.71,8.28,98.1,2.35,11.87,252.85,13.29,0,39,1,0,1,0,22.80701754385965,0.0,0.5214827295703455
3504,21,4.85,5.51,5.96,83.61,4.65,7.33,246.71,8.76,1,63,0,0,0,0,11.433756805807622,2.04,0.6616643929058662
3505,21,3.96,7.42,6.34,60.31,0.48,8.02,292.97,10.11,1,68,0,0,1,0,9.164420485175205,1.66,0.4937655860349127
3506,22,7.3,1.48,6.16,71.64,1.11,8.46,227.43,13.78,0,15,0,0,0,0,10.135135135135137,1.84,0.8628841607565011
3507,22,3.02,7.84,8.06,73.13,3.58,7.85,285.83,10.17,1,78,1,0,1,0,9.948979591836736,0.0,0.3847133757961783
3508,21,1.76,6.19,8.77,81.89,1.47,5.56,293.54,4.28,1,100,1,0,0,1,16.15508885298869,0.0,0.3165467625899281
3509,19,4.86,8.5,5.64,96.2,3.83,9.23,258.84,11.25,2,90,1,0,0,0,10.588235294117649,2.3600000000000003,0.5265438786565547
3510,24,4.99,2.96,6.38,93.52,2.1,6.7,275.3,11.36,1,50,1,0,0,1,16.89189189189189,1.62,0.744776119402985
3511,21,3.51,8.5,7.53,69.29,3.98,8.56,292.93,8.59,1,81,0,0,0,1,9.529411764705882,0.4699999999999997,0.4100467289719626
3512,19,3.89,1.85,8.48,80.78,2.76,6.17,256.82,7.1,1,53,0,0,0,1,28.64864864864865,0.0,0.6304700162074555
3513,18,7.68,4.63,6.47,86.37,0.41,12.1,222.2,13.94,0,37,0,1,1,0,7.991360691144709,1.5300000000000002,0.6347107438016529
3514,19,5.86,2.8,4.54,99.5,1.93,9.83,279.19,15.57,0,37,0,0,1,0,13.214285714285715,3.46,0.5961342828077315
3515,18,0.88,8.88,5.84,61.25,1.67,5.15,305.11,2.05,2,100,0,0,1,0,11.26126126126126,2.16,0.170873786407767
3516,17,1.7,7.34,6.75,78.56,4.05,2.95,303.83,3.26,1,94,0,0,1,0,12.806539509536783,1.25,0.5762711864406779
3517,20,7.8,1.23,6.09,99.52,3.12,12.51,237.76,17.21,0,15,1,0,0,0,12.195121951219512,1.91,0.6235011990407674
3518,17,5.81,1.09,4.93,99.09,3.89,10.79,258.81,9.99,0,29,0,0,0,0,26.605504587155963,3.0700000000000003,0.5384615384615384
3519,21,7.32,3.62,4.18,73.23,1.86,10.69,203.98,16.9,0,20,0,0,1,0,5.524861878453039,3.82,0.6847521047708139
3520,18,2.43,2.29,7.44,60.0,3.46,5.47,294.18,9.19,1,59,0,0,0,0,25.76419213973799,0.5599999999999996,0.4442413162705668
3521,21,5.93,6.67,8.96,83.47,0.33,8.64,266.33,15.13,0,63,1,0,1,0,9.44527736131934,0.0,0.6863425925925926
3522,24,5.71,6.97,8.6,94.68,0.18,11.35,251.77,13.49,0,81,1,0,1,0,11.621233859397416,0.0,0.5030837004405286
3523,16,2.36,9.48,7.42,72.97,1.44,7.14,281.27,9.22,1,97,1,0,0,0,10.232067510548523,0.5800000000000001,0.330532212885154
3524,21,4.41,9.57,8.21,97.37,3.87,8.9,256.86,7.6,1,96,0,0,1,0,10.031347962382444,0.0,0.495505617977528
